GENE	CHR	START	END
AC005785.1	19	15379075	15381194
AKAP8L	19	15380049	15419141
WIZ	19	15419979	15449951
RASAL3	19	15451623	15464544
PGLYRP2	19	15468644	15498956
CYP4F22	19	15508524	15552317
AC093072.1	19	15613246	15614553
CYP4F8	19	15615217	15630639
CYP4F3	19	15640896	15662825
CYP4F12	19	15673017	15697174
OR10H2	19	15728019	15729060
OR10H3	19	15737984	15742343
AC004597.1	19	15760374	15770828
OR10H5	19	15787660	15801025
OR10H1	19	15804548	15815664
LINC01764	19	15827039	15835853
UCA1	19	15828205	15836328
CYP4F2	19	15878022	15898077
CYP4F11	19	15912366	15934867
OR10H4	19	15944298	15950350
LINC00661	19	16015286	16027462
LINC00905	19	16031169	16042142
LINC01855	19	16065736	16066312
TPM4	19	16067020	16103002
AC008894.1	19	16103760	16104254
RAB8A	19	16111888	16134234
AC008894.2	19	16123660	16139892
HSH2D	19	16134027	16158575
CIB3	19	16161367	16173525
FAM32A	19	16185379	16192046
AC020911.1	19	16186275	16189458
AC020911.3	19	16197079	16197738
AP1M1	19	16197577	16245907
AC020911.2	19	16283358	16324514
KLF2	19	16324816	16327874
AC020917.3	19	16352461	16353182
EPS15L1	19	16355238	16472085
AC020917.2	19	16440945	16443584
CALR3	19	16479056	16496192
C19orf44	19	16496393	16521352
CHERP	19	16517893	16542437
AC008764.6	19	16542745	16544814
SLC35E1	19	16549830	16572415
AC008764.3	19	16551772	16552328
AC008764.5	19	16565550	16566330
AC008764.8	19	16572623	16575340
MED26	19	16574906	16629062
AC008764.7	19	16586904	16587985
AC008764.2	19	16610410	16636531
AC024075.3	19	16630742	16643942
SMIM7	19	16630750	16660442
AC024075.2	19	16633796	16635269
AC024075.1	19	16639966	16640668
TMEM38A	19	16661138	16690023
NWD1	19	16719975	16817963
AC008737.3	19	16801425	16801714
SIN3B	19	16829399	16880353
AC008737.1	19	16844024	16846473
F2RL3	19	16888998	16892606
CPAMD8	19	16892946	17026815
AC020908.2	19	17009188	17013460
HAUS8	19	17049728	17075625
AC020908.1	19	17051993	17055087
MYO9B	19	17075780	17214537
AC020908.3	19	17095417	17099307
AC020913.1	19	17152587	17168051
AC020913.3	19	17177510	17178476
AC020913.2	19	17207137	17208010
USE1	19	17215345	17219829
OCEL1	19	17226212	17229219
NR2F6	19	17231882	17245940
USHBP1	19	17249170	17282786
BABAM1	19	17267375	17281249
ANKLE1	19	17281644	17287646
ABHD8	19	17292130	17310236
MRPL34	19	17292608	17306843
AC010463.3	19	17296195	17296695
DDA1	19	17309517	17323298
ANO8	19	17323222	17334855
GTPBP3	19	17334919	17342731
PLVAP	19	17351449	17377342
AC010463.2	19	17360931	17362753
CCDC194	19	17390508	17394158
BST2	19	17402938	17405630
BISPR	19	17405685	17419324
MVB12A	19	17405721	17433724
AC010319.4	19	17414256	17422324
AC010319.3	19	17419304	17419774
TMEM221	19	17435508	17448668
AC010319.5	19	17452210	17452969
NXNL1	19	17455424	17460954
SLC27A1	19	17468768	17506168
AC010618.3	19	17488989	17511889
PGLS	19	17511635	17521288
AC010618.2	19	17518329	17520565
NIBAN3	19	17523300	17553839
COLGALT1	19	17555648	17583162
UNC13A	19	17601327	17688365
AC008761.2	19	17613721	17614430
MAP1S	19	17719241	17734513
AC008761.1	19	17727839	17734513
FCHO1	19	17747717	17788568
B3GNT3	19	17794827	17813576
INSL3	19	17816511	17821574
JAK3	19	17824779	17848071
RPL18A	19	17859909	17864153
SLC5A5	19	17871944	17895174
CCDC124	19	17933014	17943991
KCNN1	19	17951292	18000080
ARRDC2	19	18001131	18014102
IL12RB1	19	18058994	18098944
MAST3	19	18097792	18151692
AC007192.2	19	18144521	18151691
PIK3R2	19	18153162	18170532
IFI30	19	18173161	18178117
MPV17L2	19	18193217	18196948
RAB3A	19	18196783	18204042
AC005759.1	19	18204729	18220480
PDE4C	19	18208651	18248200
AC008397.1	19	18249949	18255419
IQCN	19	18257096	18274509
JUND	19	18279693	18281622
LSM4	19	18306229	18323274
PGPEP1	19	18340597	18369950
GDF15	19	18374730	18389176
LRRC25	19	18391136	18397622
SSBP4	19	18418863	18434562
ISYNA1	19	18434387	18438167
AC010335.1	19	18441418	18443597
ELL	19	18442662	18522116
AC005387.1	19	18531612	18532632
FKBP8	19	18531750	18544077
AC005387.2	19	18532907	18536188
KXD1	19	18557761	18569387
AC005253.1	19	18557774	18561560
AC005253.2	19	18568505	18569375
UBA52	19	18571729	18577550
CRLF1	19	18572219	18607741
REX1BD	19	18588684	18592336
TMEM59L	19	18607429	18621039
KLHL26	19	18637024	18671721
CRTC1	19	18683677	18782333
COMP	19	18782772	18791305
UPF1	19	18831937	18868236
GDF1	19	18868544	18896158
CERS1	19	18868544	18896727
AC005197.1	19	18881679	18883376
COPE	19	18899513	18919387
DDX49	19	18919704	18929189
HOMER3	19	18929200	18941261
HOMER3-AS1	19	18940234	18947452
SUGP2	19	18990887	19034023
ARMC6	19	19033574	19060311
SLC25A42	19	19063993	19113030
TMEM161A	19	19119168	19138513
MEF2B	19	19145566	19192131
BORCS8	19	19176902	19192591
RFXANK	19	19192228	19201869
NR2C2AP	19	19201415	19203424
NCAN	19	19211957	19252233
HAPLN4	19	19254755	19262804
TM6SF2	19	19264363	19273391
SUGP1	19	19276017	19320509
MAU2	19	19320828	19358754
GATAD2A	19	19385825	19508931
AC092067.1	19	19401978	19402603
TSSK6	19	19512417	19515548
NDUFA13	19	19515735	19529054
YJEFN3	19	19528860	19537581
CILP2	19	19538247	19546659
PBX4	19	19561706	19618693
AC002306.1	19	19606349	19608660
LPAR2	19	19623654	19628930
GMIP	19	19629475	19643657
ATP13A1	19	19645197	19663676
ZNF101	19	19668795	19683509
ZNF14	19	19710471	19733112
AC011477.8	19	19749636	19754986
LINC00663	19	19757365	19776423
AC011477.9	19	19757950	19774809
ZNF506	19	19785838	19821751
AC011477.2	19	19788754	19790531
ZNF253	19	19865881	19894674
AC011477.3	19	19892432	19895847
ZNF93	19	19900912	19963464
ZNF682	19	19997057	20039505
ZNF90	19	20077993	20127076
AC011447.3	19	20122568	20321305
ZNF486	19	20167213	20200488
AC008554.1	19	20432551	20571095
ZNF737	19	20535824	20565809
AC010636.1	19	20611558	20615389
ZNF626	19	20619938	20661596
AC010329.1	19	20746922	20755250
ZNF66	19	20776303	20809995
ZNF85	19	20923221	20950697
AC008739.1	19	20972261	20983210
ZNF430	19	21020633	21060050
ZNF714	19	21082158	21125270
ZNF431	19	21142023	21196053
ZNF708	19	21291159	21329425
ZNF738	19	21358929	21379302
ZNF493	19	21397118	21427573
AC010615.2	19	21444240	21463908
LINC00664	19	21483373	21503238
ZNF429	19	21496681	21556270
AC123912.1	19	21554639	21569237
AC123912.4	19	21569737	21587322
AC123912.2	19	21587431	21594628
ZNF100	19	21722770	21767579
AC092364.1	19	21768771	21793860
ZNF43	19	21804948	21852125
ZNF208	19	21932957	22010949
AC003973.1	19	22017897	22052370
ZNF257	19	22052429	22091480
ZNF676	19	22179088	22215801
AC073539.1	19	22243253	22245347
AC073539.3	19	22259692	22261335
ZNF729	19	22286440	22317176
ZNF98	19	22391018	22532485
AC011516.1	19	22422512	22426045
AC025811.1	19	22455987	22456459
AC011467.7	19	22518413	22520580
AC011467.1	19	22520994	22527949
LINC01233	19	22532625	22533494
LINC01785	19	22615551	22623971
ZNF492	19	22634323	22667671
AC024563.1	19	22665551	22716991
ZNF99	19	22752182	22784151
ZNF723	19	22832290	22858667
AC022145.1	19	22902537	22914340
ZNF728	19	22974882	23003176
LINC01859	19	23015058	23031818
LINC01858	19	23046957	23063705
AC074135.2	19	23068472	23071476
AC074135.1	19	23075200	23100361
ZNF730	19	23075209	23147221
ZNF724	19	23221598	23250390
AC092329.4	19	23259905	23274251
ZNF91	19	23304990	23395471
AC010300.1	19	23323967	23329101
LINC01224	19	23399232	23416075
ZNF675	19	23525630	23687220
ZNF681	19	23739194	23758891
AC139769.2	19	23817598	23874701
AC011503.4	19	23897320	23899495
ZNF726	19	23914875	23945159
AC011503.1	19	23919080	23958035
AC011503.2	19	23927787	23929287
AC092279.1	19	24033400	24077377
ZNF254	19	24033404	24129961
AC073534.2	19	24146700	24147081
ERVK-28	19	27638482	27646483
LINC00662	19	27681071	27794005
AC006504.1	19	27757183	27760849
AC006504.5	19	27793430	27984984
AC006504.7	19	27802837	27803472
AC006504.2	19	27849634	27889222
AC010511.1	19	28065266	28125430
AC020905.1	19	28294092	28313500
AC005580.1	19	28316704	28386204
AC093074.1	19	28394850	28396428
AC005307.1	19	28418482	28429490
AC005381.1	19	28437059	28535277
AC005394.1	19	28491863	28632728
AC005616.1	19	28509237	28518728
AC079466.2	19	28602378	28648303
AC079466.1	19	28606687	28615229
AC007795.1	19	28869506	28879176
LINC00906	19	28883429	28970874
AC008991.1	19	28892930	28895949
AC011524.1	19	28949436	28950200
AC011524.2	19	28960505	28964943
LINC01532	19	29002318	29015160
AC011505.1	19	29083093	29093031
UQCRFS1	19	29205319	29213151
AC007786.1	19	29213234	29216604
AC007786.2	19	29220863	29221666
AC007786.3	19	29222541	29223137
AC007786.4	19	29268975	29298576
AC011474.1	19	29287010	29525752
AC011474.3	19	29448037	29448380
AC011474.2	19	29489774	29526948
VSTM2B	19	29526498	29564479
POP4	19	29606282	29617237
PLEKHF1	19	29665458	29675477
C19orf12	19	29698885	29715789
AC008798.3	19	29775503	29781216
CCNE1	19	29811990	29824312
AC008798.2	19	29838531	29841818
URI1	19	29923643	30016612
AC008507.2	19	30028740	30029916
AC008507.4	19	30058228	30060797
AC008507.5	19	30078132	30085893
AC005597.1	19	30219665	30228715
ZNF536	19	30228289	30713538
AC011478.1	19	30665273	30668647
AC011507.1	19	30850974	30872507
LINC01834	19	30907198	30909155
AC020897.1	19	30946581	30957192
AC020912.1	19	31100303	31147981
TSHZ3	19	31149978	31349436
LINC01791	19	31167456	31225143
AC025809.1	19	31348880	31417794
AC008992.1	19	31421996	31427302
AC008794.1	19	31465652	31466431
LINC02841	19	31520154	31554803
AC011525.1	19	31588039	31595720
AC011525.2	19	31588158	31593786
LINC01837	19	31797665	32072113
LINC01533	19	32025807	32073809
LINC01782	19	32102087	32105916
AC011518.1	19	32103153	32106544
AC074139.1	19	32127333	32184504
ZNF507	19	32345593	32387667
AC007773.1	19	32390049	32405560
DPY19L3	19	32405542	32485895
PDCD5	19	32581189	32587453
ANKRD27	19	32597005	32676597
AC008474.1	19	32666297	32673210
RGS9BP	19	32675847	32678300
AC008736.1	19	32687088	32691750
NUDT19	19	32691960	32713796
AC008736.2	19	32718297	32719595
TDRD12	19	32719752	32829580
SLC7A9	19	32830508	32869767
AC008805.2	19	32831294	32833168
CEP89	19	32875924	32971991
FAAP24	19	32972208	32978229
RHPN2	19	32978591	33064888
GPATCH1	19	33080898	33130542
WDR88	19	33132089	33175799
LRP3	19	33177602	33208864
AC008738.1	19	33178055	33178651
AC008738.7	19	33207128	33207639
SLC7A10	19	33208663	33225850
AC008738.4	19	33217816	33222355
AC008738.6	19	33283977	33285739
AC008738.3	19	33299933	33301168
CEBPA	19	33299933	33302534
AC008738.5	19	33301278	33301940
CEBPA-DT	19	33302856	33305054
AC008738.2	19	33305035	33309387
CEBPG	19	33373684	33382686
PEPD	19	33386949	33521791
AC010485.1	19	33555567	33557470
CHST8	19	33621952	33773509
KCTD15	19	33795932	33815763
AC008556.1	19	33906351	33908391
AC016587.1	19	33997288	34066283
LSM14A	19	34172503	34229515
KIAA0355	19	34254551	34355571
AC010504.1	19	34348355	34359412
GPI	19	34359479	34402413
PDCD2L	19	34404398	34426168
AC008747.1	19	34426111	34428273
UBA2	19	34428351	34471251
WTIP	19	34481757	34512304
SCGB1B2P	19	34576732	34577701
SCGB2B2	19	34593328	34675699
AC020910.2	19	34638121	34640689
ZNF302	19	34677638	34686397
AC020910.5	19	34733297	34733837
ZNF181	19	34734154	34745378
ZNF599	19	34758072	34773229
LINC01801	19	34788526	34832869
AC008555.1	19	34811588	34814345
AC008555.2	19	34837888	34872479
AC008555.4	19	34849045	34860747
AC008555.5	19	34891604	34905139
LINC01838	19	34905314	34908188
ZNF30-AS1	19	34923298	34926812
ZNF30	19	34926902	34945170
ZNF792	19	34956353	34964229
GRAMD1A	19	34994783	35026471
AC020907.3	19	34998232	35000170
AC020907.4	19	35014960	35025335
SCN1B	19	35030469	35040449
HPN	19	35040505	35066571
HPN-AS1	19	35042901	35106307
AC020907.1	19	35090929	35113664
FXYD3	19	35115878	35124324
LGI4	19	35124512	35142451
FXYD1	19	35138807	35143109
FXYD7	19	35143249	35154301
FXYD5	19	35154729	35169881
FAM187B	19	35224799	35228729
LSR	19	35248329	35267964
AC002128.2	19	35251439	35253639
AC002128.1	19	35262845	35264804
USF2	19	35268961	35279821
HAMP	19	35280715	35285143
MAG	19	35292124	35313807
CD22	19	35319260	35347361
U62631.1	19	35330842	35331920
FFAR1	19	35351551	35353862
FFAR3	19	35358459	35360489
GPR42	19	35370928	35372962
LINC01531	19	35399510	35419385
AC002511.2	19	35424061	35424652
AC002511.1	19	35432956	35434642
FFAR2	19	35443906	35451767
KRTDAP	19	35487323	35495558
DMKN	19	35497219	35513658
SBSN	19	35523366	35528351
GAPDHS	19	35533454	35545319
TMEM147-AS1	19	35540737	35546029
TMEM147	19	35545599	35547526
ATP4A	19	35550030	35563658
AD000090.1	19	35557955	35581954
PMIS2	19	35586160	35587296
LINC01766	19	35596580	35601596
AC002115.1	19	35608284	35612666
HAUS5	19	35612734	35625355
RBM42	19	35629029	35637686
ETV2	19	35641744	35644871
COX6B1	19	35648322	35658782
UPK1A	19	35666515	35678483
UPK1A-AS1	19	35667947	35673291
ZBTB32	19	35704557	35717038
KMT2B	19	35718018	35738878
IGFLR1	19	35738800	35742453
U2AF1L4	19	35742463	35745445
PSENEN	19	35745599	35747519
AD000671.3	19	35747056	35753415
LIN37	19	35748360	35754519
AC002398.2	19	35754565	35755490
HSPB6	19	35754565	35758079
PROSER3	19	35758142	35771028
AC002398.1	19	35769143	35771028
ARHGAP33	19	35774531	35788822
PRODH2	19	35799987	35813299
NPHS1	19	35825963	35869287
KIRREL2	19	35855860	35867109
APLP1	19	35867898	35879791
NFKBID	19	35887652	35902303
HCST	19	35902528	35904377
TYROBP	19	35904400	35908295
LRFN3	19	35935357	35945767
AF038458.3	19	35947114	35959192
AF038458.2	19	35960511	35964063
SDHAF1	19	35995198	35996315
SYNE4	19	36003306	36008813
ALKBH6	19	36009119	36014239
AC002116.2	19	36014507	36045972
CLIP3	19	36014659	36033343
THAP8	19	36034983	36054739
WDR62	19	36054880	36105108
OVOL3	19	36111150	36113711
POLR2I	19	36113708	36115213
TBCB	19	36114288	36125947
CAPNS1	19	36139952	36150353
AD001527.1	19	36144080	36148348
COX7A1	19	36150921	36152449
ZNF565	19	36182059	36246257
ZNF146	19	36214601	36238774
AC092296.2	19	36304563	36321274
LINC00665	19	36313066	36331770
ZFP14	19	36334452	36379201
AC092296.1	19	36378027	36378832
AC092296.4	19	36379350	36380912
ZFP82	19	36383119	36418644
ZNF566	19	36445118	36489902
AC092295.2	19	36489648	36491040
ZNF260	19	36510686	36528271
AC092295.1	19	36528317	36535235
ZNF529	19	36534773	36605276
ZNF529-AS1	19	36573069	36594708
ZNF382	19	36604816	36634114
ZNF461	19	36636617	36666853
AC074138.1	19	36668101	36669404
LINC01534	19	36682635	36687449
ZNF567	19	36687611	36727701
ZNF850	19	36714382	36772825
AC020928.1	19	36773111	36777078
AC020928.2	19	36773711	36775908
ZNF790-AS1	19	36797501	36831596
ZNF790	19	36817427	36850787
ZNF345	19	36850360	36913029
ZNF829	19	36888123	36916291
ZNF568	19	36916328	36998700
ZNF420	19	37007856	37130368
AC010632.1	19	37075112	37078605
AC010632.2	19	37091340	37092564
ZNF585A	19	37106733	37172741
AC012309.2	19	37128678	37141640
ZNF585B	19	37181578	37218153
ZNF383	19	37217925	37248738
AC016590.1	19	37235506	37304395
LINC01535	19	37251884	37265535
AC016590.4	19	37304450	37309641
ZNF875	19	37312836	37369365
AC016590.3	19	37314867	37315620
AC016590.2	19	37337235	37337743
ZNF527	19	37371060	37393066
ZNF569	19	37411154	37469275
ZNF570	19	37467584	37488652
ZNF793-AS1	19	37497158	37507122
AC022148.2	19	37503905	37504465
ZNF793	19	37506938	37548762
AC022148.1	19	37545469	37549171
ZNF571-AS1	19	37548913	37587348
ZNF540	19	37551405	37614179
ZNF571	19	37554781	37594792
ZFP30	19	37613748	37692337
ZNF781	19	37667750	37692315
ZNF607	19	37696370	37719761
AC093227.1	19	37728585	37730643
AC093227.3	19	37728595	37730733
ZNF573	19	37735832	37817300
WDR87	19	37884822	37906677
SIPA1L3	19	37907207	38208369
AC008395.1	19	37963852	37964790
AC011465.1	19	38108499	38109533
AC011479.3	19	38184375	38186265
AC011479.2	19	38199835	38200934
DPF1	19	38211005	38229714
SPINT2	19	38244034	38292615
PPP1R14A	19	38251236	38256532
AC011479.4	19	38290116	38292423
YIF1B	19	38303557	38317273
C19orf33	19	38304163	38305006
KCNK6	19	38319844	38332076
CATSPERG	19	38335774	38370943
AC005625.1	19	38361794	38362484
PSMD8	19	38374535	38383824
GGN	19	38384266	38388082
AC005789.1	19	38385521	38386759
SPRED3	19	38388420	38399587
FAM98C	19	38403134	38409088
RASGRP4	19	38409050	38426305
RYR1	19	38433698	38587564
AC067969.2	19	38526953	38528555
AC067969.1	19	38535516	38537128
MAP4K1	19	38587640	38618882
AC008649.1	19	38596345	38601694
EIF3K	19	38619081	38636955
ACTN4	19	38647648	38731589
AC008649.2	19	38683872	38693606
CAPN12	19	38730186	38769904
AC022144.1	19	38738283	38739863
LGALS7	19	38770970	38773492
LGALS7B	19	38789199	38791754
LGALS4	19	38801670	38812945
ECH1	19	38815421	38831841
AC104534.1	19	38820165	38823223
HNRNPL	19	38836387	38852347
AC008982.2	19	38844728	38845499
RINL	19	38867829	38878275
AC011455.1	19	38870158	38873763
SIRT2	19	38878554	38899862
NFKBIB	19	38899699	38908893
CCER2	19	38908979	38912158
SARS2	19	38915265	38930896
MRPS12	19	38930547	38933162
ERVK9-11	19	38935296	38938632
FBXO17	19	38941400	38975742
AC011455.6	19	38975160	39014527
FBXO27	19	38990713	39032785
AC010605.1	19	39030435	39031323
ACP7	19	39083912	39111493
PAK4	19	39125769	39182816
AC011443.1	19	39134881	39136463
NCCRP1	19	39196963	39201884
SYCN	19	39202830	39204266
IFNL3	19	39243552	39245129
IFNL2	19	39268513	39270092
IFNL1	19	39296406	39298673
LRFN1	19	39306567	39315336
AC011445.1	19	39314650	39320858
GMFG	19	39328352	39342372
AC011445.2	19	39341772	39341945
SAMD4B	19	39342395	39385710
PAF1	19	39385628	39391154
MED29	19	39391302	39400641
ZFP36	19	39406846	39409412
PLEKHG2	19	39412668	39428415
RPS16	19	39433136	39435949
SUPT5H	19	39436155	39476670
TIMM50	19	39480411	39493785
DLL3	19	39498894	39508481
SELENOV	19	39515112	39520686
EID2B	19	39530986	39532852
AC011500.3	19	39532411	39534422
EID2	19	39538706	39540161
LGALS13	19	39602500	39607474
LGALS16	19	39655912	39660647
LGALS14	19	39704480	39709444
CLC	19	39731254	39738029
LEUTX	19	39776594	39786167
AC005393.1	19	39812971	39813555
DYRK1B	19	39825349	39834201
FBL	19	39834457	39846379
FCGBP	19	39863322	39934626
PSMC4	19	39971164	39981764
ZNF546	19	39984133	40021038
ZNF780B	19	40028259	40056231
ZNF780A	19	40069151	40090938
AC005614.1	19	40090753	40094406
MAP3K10	19	40191425	40215575
TTC9B	19	40216057	40218399
CNTD2	19	40222207	40226697
AKT2	19	40230316	40285536
AC118344.1	19	40273488	40275479
C19orf47	19	40319535	40348527
PLD3	19	40348455	40380439
HIPK4	19	40379270	40390181
PRX	19	40393767	40413366
SERTAD1	19	40421588	40425992
AC010271.2	19	40426114	40426702
SERTAD3	19	40440843	40444335
AC010271.1	19	40443435	40444087
BLVRB	19	40447764	40465764
SPTBN4	19	40466240	40576464
SHKBP1	19	40576852	40591399
LTBP4	19	40592882	40629818
NUMBL	19	40665904	40690972
COQ8B	19	40691529	40718207
ITPKC	19	40717111	40740860
C19orf54	19	40740855	40751553
SNRPA	19	40750636	40765389
MIA	19	40771647	40777490
RAB4B	19	40778215	40796942
AC008537.4	19	40779779	40796943
EGLN2	19	40798995	40808434
AC008537.2	19	40831220	40837210
CYP2A6	19	40843540	40850447
CYP2A7	19	40875438	40882752
AC092071.1	19	40946346	40947450
CYP2B6	19	40991281	41018398
CYP2A13	19	41088450	41096195
CYP2F1	19	41114431	41128381
CYP2S1	19	41193209	41207539
AXL	19	41219222	41261766
AC011510.1	19	41221425	41222051
HNRNPUL1	19	41262495	41307787
TGFB1	19	41301586	41353922
AC011462.5	19	41307396	41310412
CCDC97	19	41310171	41324873
TMEM91	19	41350910	41384083
B9D2	19	41354416	41364165
AC011462.4	19	41373970	41374419
EXOSC5	19	41386373	41397359
BCKDHA	19	41397807	41425002
AC011462.3	19	41399371	41400365
AC011462.2	19	41425358	41426237
B3GNT8	19	41425358	41428730
DMAC2	19	41431317	41440717
ERICH4	19	41443155	41444765
PCAT19	19	41449519	41501223
AC243960.3	19	41531205	41532174
LINC01480	19	41535182	41536904
AC243960.1	19	41545191	41555462
CEACAM21	19	41549517	41586844
CEACAM4	19	41618970	41627074
CEACAM7	19	41673302	41706976
CEACAM5	19	41708584	41729798
CEACAM6	19	41750976	41772211
AC243967.2	19	41757897	41786893
CEACAM3	19	41796586	41811554
AC243967.3	19	41833685	41835950
LYPD4	19	41837073	41844697
DMRTC2	19	41844742	41852333
RPS19	19	41860254	41872925
CD79A	19	41877119	41881372
ARHGEF1	19	41883160	41930150
ERFL	19	41907704	41928516
RABAC1	19	41956680	41959321
ATP1A3	19	41966581	41997497
GRIK5	19	41998320	42069498
ZNF574	19	42068476	42081552
POU2F2	19	42086109	42196585
AC010247.1	19	42132554	42137099
AC010247.2	19	42152568	42157523
DEDD2	19	42198597	42220140
ZNF526	19	42220311	42228201
GSK3A	19	42230189	42242625
ERF	19	42247568	42255128
CIC	19	42268536	42295797
PAFAH1B3	19	42297032	42303546
PRR19	19	42302097	42310821
TMEM145	19	42313308	42325064
MEGF8	19	42325608	42378769
CNFN	19	42387018	42390297
LIPE-AS1	19	42397127	42652355
LIPE	19	42401513	42427388
AC011497.1	19	42424383	42425071
CXCL17	19	42428277	42442946
CEACAM1	19	42507303	42561234
CEACAM8	19	42580242	42595055
PSG3	19	42721637	42740481
PSG8	19	42752685	42855691
PSG8-AS1	19	42821862	42826878
PSG1	19	42866463	42879822
PSG6	19	42902078	42919563
PSG7	19	42924131	42937207
AC004784.1	19	42977462	43171515
PSG11	19	43007655	43026474
PSG2	19	43064208	43083045
AC005392.1	19	43153278	43160862
PSG5	19	43166255	43186536
PSG4	19	43192701	43207299
PSG9	19	43211790	43269530
AC005392.2	19	43329294	43331430
CD177	19	43353685	43363172
AC005392.3	19	43360684	43368970
TEX101	19	43401495	43418597
LYPD3	19	43460786	43465608
PHLDB3	19	43474953	43504935
ETHE1	19	43506718	43527230
ZNF575	19	43525496	43536130
XRCC1	19	43543039	43580473
L34079.2	19	43553444	43555494
L34079.3	19	43574637	43575618
PINLYP	19	43575800	43583964
IRGQ	19	43584368	43596135
ZNF576	19	43596391	43601157
SRRM5	19	43596616	43614498
ZNF428	19	43607223	43619629
CADM4	19	43622367	43639850
PLAUR	19	43646094	43670547
IRGC	19	43716075	43720021
SMG9	19	43727982	43754962
KCNN4	19	43766532	43781257
LYPD5	19	43785873	43827206
AC115522.1	19	43794308	43795658
ZNF283	19	43827320	43852017
ZNF404	19	43872364	43901385
AC006213.2	19	43891803	43901805
AC006213.7	19	43897210	43898533
AC006213.3	19	43901908	43927767
ZNF45	19	43912623	43935282
ZNF221	19	43951222	43967709
ZNF155	19	43967861	43998326
AC006213.4	19	43976814	43977448
AC006213.5	19	43978375	43978663
AC006213.1	19	43996895	44003298
ZNF230	19	44002956	44013924
AC067968.2	19	44023117	44025262
ZNF222	19	44025341	44033110
ZNF223	19	44051366	44067999
ZNF284	19	44072158	44089613
ZNF224	19	44094338	44109886
AC021092.1	19	44103006	44113183
ZNF225	19	44112180	44134822
ZNF234	19	44141553	44160313
AC138470.2	19	44162526	44164955
ZNF226	19	44165072	44178381
ZNF227	19	44207546	44237268
ZNF235	19	44228728	44305046
ZNF233	19	44259879	44275317
ZNF112	19	44326554	44367217
ZNF285	19	44382297	44401608
ZNF229	19	44417518	44448578
ZNF180	19	44474427	44500524
CEACAM20	19	44501676	44529788
AC245748.3	19	44536262	44536613
IGSF23	19	44613562	44636781
AC243964.3	19	44631572	44725217
PVR	19	44643797	44666162
CEACAM19	19	44662277	44684359
CEACAM16	19	44699150	44710718
BCL3	19	44747704	44760044
CBLC	19	44777868	44800652
AC092306.1	19	44803700	44804010
BCAM	19	44809058	44821421
NECTIN2	19	44846174	44889223
AC011481.2	19	44882026	44890876
TOMM40	19	44890568	44903689
APOE	19	44905790	44909393
APOC1	19	44914246	44919349
APOC4	19	44942236	44945496
APOC2	19	44945970	44949566
AC011481.1	19	44950043	44954007
CLPTM1	19	44954584	44993341
RELB	19	45001448	45038198
CLASRP	19	45039044	45070956
ZNF296	19	45071499	45076587
GEMIN7-AS1	19	45076509	45092635
GEMIN7	19	45079194	45091518
MARK4	19	45079287	45305284
PPP1R37	19	45091395	45148077
AC005757.1	19	45135992	45136977
NKPD1	19	45149749	45158737
TRAPPC6A	19	45162927	45178237
BLOC1S3	19	45178744	45216933
EXOC3L2	19	45212620	45245431
CKM	19	45306412	45322875
KLC3	19	45333433	45351520
ERCC2	19	45349836	45370918
PPP1R13L	19	45379637	45406349
CD3EAP	19	45406208	45410766
ERCC1	19	45407332	45478828
FOSB	19	45467994	45475179
RTN2	19	45485293	45497055
PPM1N	19	45488776	45502510
VASP	19	45506578	45526983
OPA3	19	45527426	45602212
GPR4	19	45589763	45602212
EML2	19	45606993	45645629
EML2-AS1	19	45641493	45642840
GIPR	19	45668220	45683722
SNRPD2	19	45687453	45692569
QPCTL	19	45692665	45703989
FBXO46	19	45710628	45730896
BHMG1	19	45733250	45764534
SIX5	19	45764784	45769252
AC074212.1	19	45764784	45769806
DM1-AS	19	45767795	45772504
DMPK	19	45769716	45782552
DMWD	19	45782946	45792845
RSPH6A	19	45795712	45815308
SYMPK	19	45815409	45863194
AC092301.1	19	45830163	45831108
FOXA3	19	45863988	45873797
IRF2BP1	19	45883607	45886141
MYPOP	19	45890022	45902613
NANOS2	19	45913213	45914778
NOVA2	19	45933733	45973865
CCDC61	19	45995460	46021318
PGLYRP1	19	46019152	46023053
AC007785.3	19	46027647	46031667
IGFL4	19	46039747	46077118
AC007785.1	19	46101121	46196218
IGFL3	19	46120066	46124688
IGFL2	19	46143105	46161299
AC006262.2	19	46163892	46180647
IGFL2-AS1	19	46189028	46203160
AC006262.1	19	46201551	46214838
AC006262.3	19	46228963	46230388
IGFL1	19	46229741	46231243
HIF3A	19	46297045	46343433
AC007193.2	19	46320196	46340004
PPP5C	19	46347086	46392981
AC007193.1	19	46382491	46383169
AC007193.3	19	46390514	46390852
CCDC8	19	46410328	46413564
PNMA8C	19	46424696	46428951
PNMA8A	19	46466490	46471563
PPP5D1	19	46480795	46601200
PNMA8B	19	46486905	46495879
AC011484.1	19	46494507	46496502
AC093503.1	19	46547055	46600861
CALM3	19	46601073	46610782
AC093503.2	19	46609276	46610779
PTGIR	19	46620467	46625089
GNG8	19	46634075	46634685
DACT3	19	46647550	46661182
DACT3-AS1	19	46660363	46677447
PRKD2	19	46674274	46717127
STRN4	19	46719510	46746994
AC008635.1	19	46728602	46732700
FKRP	19	46746045	46776988
SLC1A5	19	46774882	46788594
AC008622.2	19	46787814	46789043
